Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
Wasp Network,nan,Olivier Assayas,"['Penélope Cruz', 'Edgar Ramírez', 'Gael García Bernal', 'Ana de Armas', 'Wagner Moura', 'Leonardo Sbaraglia', 'Nolan Guerra Fernández', 'Osdeymi Pastrana Miranda', 'Tony Plana', 'Julian Flynn', 'Anel Perdomo', 'Julio Gabay', 'Amada Morado', 'Leandro Cáceres', 'Ernesto Ruiz Faxas', 'Harlys Becerra', 'Gabriel Buenaventura', 'Carolina Peraza Matamoros', 'Juan Carlos Roque Moreno', 'Edwin Fernández', 'Feliberto Beatón', 'Javier Guillarte Fernández', 'Yura López', 'Raúl Bravo', 'Elbert Álvarez', 'Philip Stanton', 'Omar Ali', 'Juan Ángel Samper', 'Chris Gillette', 'Stephen William Tenner', 'René Flinn', 'Adria Perez', 'Carlos Leal', 'Saúl Rojas', 'Noslen Sánchez', 'Denys Ramos Antúnez', 'Alberto González Corona', 'Dánae Hernández Reyes', 'Yasmani Guerrero', 'Yaité Ruiz', 'Luis A. Batista', 'Miguel Ángel García', 'Daniel Romero Pildaín', 'Luis Miguel B.', 'Abel López Cedre', 'Teherán Aguilar', 'Armando Palma', 'Egor Viga', 'Thomas Michael Dubyna', 'Ruairi Rhodes', 'Brendan McNamee', 'Rob Harvie', 'Michael Strelow', 'Brannon Cross', 'Adri Torrijos', 'Jhoey Carol', 'Ilianki Vera Rivero', 'Jorge Reinaldo Ramírez Fernández', 'Armando Suávez Cobián', 'Steve Howard', 'Lorenzo Rodríguez César', 'Antulio Marín', 'Colin Laverty', 'Gregory Binowski', 'Yailene Sierra', 'Patricia González Ciuffardi', 'Juan Jacomino', 'Alexander Meneghini', 'Michael Weissenstein', 'Patrick Perry Oppman', 'Will Grant', 'Johanna Sol', 'Giuseppe Scarfari', 'Luisa Marcolina Ausenda', 'Gabriele Filippone', 'Yanelis Tejera', 'Casandra Lungu', 'María del Carmen Muina', 'Pilar Varo', 'Jade Kayla Lage Maynier', 'Leia Sarmiento', 'Alma Shamira Parilla', 'Bill Clinton', 'Roberto Robaina', 'Fidel Castro']",2.8,nan,"['Drama', 'Thriller', 'History']",128,"['Belgium', 'Brazil', 'France', 'Spain']",English,"['English', 'Italian', 'Russian', 'Spanish']","Havana, Cuba, 1990. René González, an airplane pilot, unexpectedly flees the country, leaving behind his wife Olga and his daughter Irma, and begins a new life in Miami, where he becomes a member of an anti-Castro organization.","['CG Cinéma', 'Nostromo Pictures', 'RT Features', 'SCOPE Pictures', 'France 2 Cinéma', 'Orange Studio', 'Memento Films Production']",15685,3554,1468,3,163,407,546,2127,2449,3224,1381,782,114,200,11393,https://letterboxd.com/film/wasp-network/
Gretel & Hansel,nan,Osgood Perkins,"['Sophia Lillis', 'Samuel Leakey', 'Alice Krige', 'Jessica De Gouw', 'Charles Babalola', ""Fiona O'Shaughnessy"", 'Donncha Crowley', 'Jonathan Gunning', 'Beatrix Perkins', 'Abdul Alshareef', 'Manuel Pombo', 'Ian Kenny', 'Jonathan Delaney Tynan', 'Melody Carrillo', 'Darlene Garr', 'Nessa Last', ""Harry O'Cualacháin""]",2.76,nan,"['Mystery', 'Fantasy', 'Horror']",87,"['Canada', 'Ireland', 'USA']",English,['English'],"A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.","['Automatik Entertainment', 'Bron Studios', 'Orion Pictures', 'Wild Atlantic Pictures']",105272,26542,15626,73,1634,3711,3910,11421,12105,19250,11337,8206,1545,1885,75004,https://letterboxd.com/film/gretel-hansel/
The Tax Collector,nan,David Ayer,"['Bobby Soto', 'Cinthya Carmona', 'George Lopez', 'Elpidia Carrillo', 'Shia LaBeouf', 'Lana Parrilla', 'Chelsea Rendon', 'Cheyenne Rae Hernandez', 'Noemi Gonzalez', 'Gabriela Flores', 'Rene Moran', 'Cle Sloan', 'Lee Coc', 'Randy Gonzalez', 'Michelle Jubilee Gonzalez', 'Quinn Early', 'Jay Reeves', 'Ricardo Gonzalez', 'Brendan Schaub', 'Zailee Madrigal', 'Karrie Martin', 'Juan Carlos Cantu', 'Steve Louis Villegas', 'Valentina Latyna Plascencia', 'Paola Paulin', 'Cuete Yeska', 'Jimmy Smits', 'Noel Gugliemi', 'Aaliyah Lopez', 'Donte Johnson', 'Jose Conejo Martin', 'Nayeli Esparza', 'Richard Mesquita']",2.05,nan,"['Drama', 'Crime', 'Action']",95,['USA'],English,"['English', 'Spanish']",David Cuevas is a family man who works as a gangland tax collector for high ranking Los Angeles gang members. He makes collections across the city with his partner Creeper making sure people pay up or will see retaliation. An old threat returns to Los Angeles that puts everything David loves in harm’s way.,"['Cross Creek Pictures', 'Cedar Park Entertainment', 'Faster Horse Pictures', 'Kodiak Pictures']",18578,4491,1792,8,1250,2481,2191,3154,1912,1863,737,567,89,230,14474,https://letterboxd.com/film/the-tax-collector/
Capone,nan,Josh Trank,"['Tom Hardy', 'Linda Cardellini', 'Matt Dillon', 'Kyle MacLachlan', 'Kathrine Narducci', 'Jack Lowden', 'Noel Fisher', 'Tilda Del Toro', 'Al Sapienza', 'Mason Guccione', 'Jhemma Ziegler', 'Rose Bianco', 'Wayne Pére', 'Gino Cafarelli', 'Manuel Fajardo', 'Christopher Bianculli', 'Edgar Arreola', 'CG Lewis', 'David Wachs', 'Josh Trank', 'Neal Brennan', 'Jason Edwards', 'Caiden Acurio', 'Mason Rozas', 'Emma Kathryn Coleman', 'Tara Foy', 'Reed Luckett Wiley', 'Troy Warren Anderson', 'Andreanna L. Jenson', 'Cameron Stout', 'Jesse Mattson']",2.28,nan,"['Crime', 'Drama']",103,"['Canada', 'USA']",English,"['English', 'Italian']","The 47-year old Al Capone, after 10 years in prison, starts suffering from dementia and comes to be haunted by his violent past.","['Bron Studios', 'A Band Apart', 'Addictive Pictures', 'Creative Wealth Media Finance', 'Lawrence Bender Productions', 'Endeavor Content', 'AI Film Entertainment']",37259,9337,3405,10,1656,3441,3407,6920,4644,4500,1870,1248,204,307,28197,https://letterboxd.com/film/capone-2020/
Valley Girl,nan,Rachel Lee Goldenberg,"['Jessica Rothe', 'Josh Whitehouse', 'Jessie Ennis', 'Ashleigh Murray', 'Chloe Bennet', 'Logan Paul', 'Mae Whitman', 'Mario Revolori', 'Rob Huebel', 'Judy Greer', 'Alex Lewis', 'Alex MacNicoll', 'Danny Ramirez', 'Andrew Kai', 'Allyn Rachel', 'Randall Park', 'Thomas Lennon', 'Chris Tavarez', 'Camila Morrone', 'Emma Fassler', 'Dan Thiel', 'Betsy Sodaro', 'Brittany Panzer', 'Mary Neely', 'Peyton List', 'Bill Kottkamp', 'Deborah Foreman', 'E. G. Daily', 'Josh Fadem', 'Nicole Byer', 'Heidi Holicker', 'Eric Garcetti', 'Jennie Pierson', 'Fred Tallaksen', 'Zachary Barnett', 'Shelley James', 'David Rublin', 'Matthew Sanchez', 'Lindsey Troy', 'Julie Scott Edwards', 'Trevor Brunsink', 'Alicia Silverstone', 'Sandra Rosko', 'Fatimah Hassan', 'Tiffany Tynes', 'Mason Trueblood', 'Tiffany Daniels', 'Nick Drago', 'Cindera Che', 'Morgan Larson', 'Jenny Babas', 'Victoria Van Fleet', 'Ryan Allen Carrillo', 'Connor Williams', 'Christina Miller', 'Yindra Zayas', 'Kurt Koehler', 'Ryan Novak', 'Leo Lam', 'Shantiel Alexis Vazquez', 'Lauren See', 'Chris Moss', 'KC Monnie', 'Kelli Erdmann', 'Kelsey Kummerl', 'Minn Vo', 'Erica Hau', 'Seth Zielicke', 'Chris Nuñez', 'Antwon Keith Collier', 'Brandon Mitchell', 'Elena Heuzé', 'Pedro Lozano', 'Paula Beck Williams', 'Valeriya Kovaleva']",2.67,nan,"['Music', 'Comedy', 'Romance']",102,['USA'],English,['English'],"Set to a new wave '80s soundtrack, Julie, a girl from the valley, meets Randy, a punk from the city. They are from different worlds and find love. Somehow they need to stay together in spite of her trendy, shallow friends.","['Sneak Preview Productions', 'Metro-Goldwyn-Mayer', 'Orion Classics', 'Orion Pictures']",8173,3359,1203,8,239,426,377,954,958,1385,666,506,92,191,5794,https://letterboxd.com/film/valley-girl-2020/
Ghost Stories,nan,"Karan Johar, Zoya Akhtar","['Janhvi Kapoor', 'Surekha Sikri', 'Vijay Varma', 'Sobhita Dhulipala', 'Sagar Arya', 'Zachary Braz', 'Pavail Gulati', 'Sukant Goel', 'Aditya Shetty', 'Eva Ameet Pardeshi', 'Gulshan Devaiah', 'Mrunal Thakur', 'Kusha Kapila', 'Jyoti Subhash', 'Kitu Gidwani', 'Sumit Tandon', 'Namrata Chopra', 'Shataf Figar', 'Heeba Shah', 'Avinash Tiwary']",2.62,nan,['Horror'],144,['India'],Hindi,"['Hindi', 'English']",An anthology of four short horror tales.,"['RSVP Movies', 'Flying Unicorn Entertainment', 'Tiger Baby']",6599,2002,577,0,121,286,324,891,843,985,357,252,36,57,4152,https://letterboxd.com/film/ghost-stories-2020/
Antebellum,nan,"Gerard Bush, Christopher Renz","['Janelle Monáe', 'Eric Lange', 'Jena Malone', 'Jack Huston', 'Kiersey Clemons', 'Gabourey Sidibe', 'Marque Richardson', 'Robert Aramayo', 'Lily Cowles', 'Tongayi Chirisa', 'Grace Junot', 'T.C. Matherne', 'Devyn A. Tyler', 'Caroline Cole', 'Choppy Guillotte', 'Betsy Borrego', 'Dayna Schaaf', 'Christine V. Hernandez', 'Kimani Bradley', 'Bernard Hocke', 'Todd Voltz', 'Victoria Blade', 'Lyle Brocato', 'Eric Stratemeier', 'Bill Martin Williams', 'Trula M. Marcus', 'Arabella Landrum', 'Christine VonRobarie', 'Gregory Hobson', 'Chad Governale', 'Michael Dominey', 'Hick Cheramie', 'William Buster Benefield', 'Achok Majak']",2.68,nan,['Horror'],105,['USA'],English,['English'],Successful author Veronica finds herself trapped in a horrifying reality and must uncover the mind-bending mystery before it's too late.,"['Lionsgate', 'QC Entertainment']",57978,13421,7160,52,1321,3165,3251,7225,6369,8973,5161,4548,1049,2017,43079,https://letterboxd.com/film/antebellum/
Earth and Blood,nan,Julien Leclercq,"['Sami Bouajila', 'Ériq Ebouaney', 'Samy Seghir', 'Sofia Lesaffre', 'Redouanne Harjane', 'Eric Kabongo', 'Oumar Diolo', 'Anis Benbatoul', 'Blaise Afonso', 'Gaëtan Lejeune', 'Thomas Durcudoy', 'Éric De Staercke', 'Carole Weyers', 'Luc Van Grunderbeeck', 'Frank Onana', 'Mario Stasseyns', 'Lionël Ruzindana', 'Thibaut Nève']",2.57,nan,"['Action', 'Thriller']",80,"['Belgium', 'France']",French,['French'],A sawmill owner and his teenage daughter become tangled in a deadly feud when a drug dealer stashes stolen cocaine on their remote property.,"['Labyrinthe Films', 'uMedia']",1877,794,157,0,43,97,117,346,334,333,120,61,6,19,1476,https://letterboxd.com/film/earth-and-blood/
Radioactive,nan,Marjane Satrapi,"['Rosamund Pike', 'Sam Riley', 'Aneurin Barnard', 'Simon Russell Beale', 'Katherine Parkinson', 'Sian Brooke', 'Anya Taylor-Joy', 'Yvette Feuer', 'Mirjam Novak', 'Ralph Berkin', 'Faye Bradbrook', 'Drew Jacoby', 'Harriet Turnbull', 'Georgina Rich', 'Elise Alexandre', 'Dóra Köves', 'Mark Phelan', 'Alexis Latham', 'Indica Watson', 'Federica Fracassi', 'Demetri Goritsas', 'Charles Tumbridge', 'Corey Johnson', 'Péter Fancsikai', 'Paul Albertson', 'Yasuhito Ishikawa', 'Arthur Bateman', 'Jennifer White', 'Ema Yuasa', 'Nicola Willis', 'Acacia Schachte', 'Joseph Kudra', 'Robbie Moore', 'Jonas Vanderkerckhove', 'Oscar Ramos', 'Richard Pepple', 'Alex Bartram', 'Isabella Miles', 'Ariella Glaser', 'Martin Anzor', 'Cara Bossom', 'Edward Davis', 'Tim Woodward', 'Tamás Szabó']",2.84,nan,"['Romance', 'History', 'Drama']",111,"['France', 'UK']",English,['English'],The story of Nobel Prize winner Marie Curie and her extraordinary scientific discoveries—through the prism of her marriage to husband Pierre—and the seismic and transformative effects their discovery of radium had on the 20th century.,"['Working Title Films', 'Shoebox Films', 'StudioCanal']",47244,7617,5772,35,289,954,1328,5011,5785,9671,4440,3916,697,1766,33857,https://letterboxd.com/film/radioactive/
Go!,nan,Owen Trevor,"['Richard Roxburgh', ""Frances O'Connor"", 'Dan Wyllie', 'Cooper van Grootel', 'William Lodder', 'Anastasia Bampos', 'Damian de Montemas', 'Darius Amarfio Jefferson', 'Rhys Lander', 'Adam T Perkins', 'Jack Connell', 'Simon Lockwood', 'Shannon Diamond', 'Riley Papalia', 'Emily Machin', 'Sonia Borella', ""Davilia O'Connor"", 'Gus Worland', 'Grant Stephenson', 'Darney Jefferson', 'Christopher Mitchell', 'Greg McNeill', 'Ron Martinez', 'Bayley Bell', 'Finn MacShane', 'Ella De Marchi', 'George Thompson', 'Vanessa Gudgeon', 'Dalvin Nguyen', 'Kim Rhodes', 'Paul De Marchi', 'Tyson Sadler', 'Emilio Montoia', 'Egan MacShane', 'Stephen Zonca', 'Richard Howlett', 'Archie Fragos', 'Jeff Sadler', 'Valma Cearns', 'Richelle MacShane', 'Oscar Trigwell', 'Michael Lewis', 'Frazer Shepherdson', 'Zack Needham', 'Degan Haggarty', 'David Pilpel', 'Shae Richard Thompson', 'James Fruze', 'Robert Hooper', 'Emily Prior']",2.59,nan,['Family'],110,['Australia'],English,['English'],"Jack is a charismatic larrikin who has just discovered the one thing he's really good at — go-kart racing. With the support of his mentor, Patrick, an old race car driver with a secret past, and his best mates Colin and Mandy, Jack must learn to control his recklessness if he is to defeat the best drivers in Australia, including the ruthless champion Dean, and win the National title.",['See Pictures'],4423,969,519,6,87,175,200,569,607,817,309,218,39,89,3110,https://letterboxd.com/film/go-2020/
"Love, Guaranteed",nan,Mark Steven Johnson,"['Rachael Leigh Cook', 'Damon Wayans Jr.', 'Heather Graham', 'Caitlin Howden', 'Brendan Taylor', 'Sebastian Billingsley-Rodriguez', 'Sean Amsing', 'Lisa Durupt', 'Alvin Sanders', 'Jed Rees', 'Kandyse McClure', 'Keisha Haines', 'Natalie von Rotsburg', 'Dee Jay Jackson', 'Colin Foo', 'Quynh Mi', 'Nick Fontaine', 'Morgana Wyllie', 'Judith Maxie', 'Milo Shandel', 'Flossie McKnight', 'Kiomi Pyke', 'Jason Burkart', 'Arthur Corber', 'Amitai Marmorstein', 'Lauren McGibbon', 'Clare Filipow', 'Sasha Monica', 'Rebecca Olson', 'Jerry Yang', 'Kallie Hu', 'Christian Sloan', 'Stephanie Son']",2.23,nan,"['Romance', 'Comedy']",91,['USA'],English,['English'],A lawyer takes on a new client that wants to sue a dating website because it guarantees love.,nan,32798,4434,2408,3,987,2229,2179,4618,3239,3933,1272,1177,132,381,20147,https://letterboxd.com/film/love-guaranteed/
The Rhythm Section,nan,Reed Morano,"['Blake Lively', 'Jude Law', 'Sterling K. Brown', 'Ivana Basic', 'Nasser Memarzia', 'Max Casella', 'Richard Brake', 'Raza Jaffrey', 'Geoff Bell', 'Jade Anouka', 'Tawfeek Barhom', 'Jack McEvoy', 'Ibrahim Renno', 'Degnan Geraghty', 'Elly Curtis', ""Bill O'Connell"", 'Daniel Mays', 'David Duggan', 'Irma Mali', 'Matilda Ziegler', 'Robert Mullins', 'Shane Whisker']",2.42,2.5,"['Thriller', 'Action']",109,"['Spain', 'UK', 'USA']",English,"['English', 'Arabic', 'French', 'Spanish']","When she discovers the plane crash that claimed the lives of her family was no accident, Stephanie Patrick enters the dark, complex world of international espionage seeking vengeance. With nothing left to lose, Stephanie transforms from victim to assassin and discovers that neither revenge nor the truth are what they appear.","['EON Productions', 'Global Road Entertainment', 'Babieka Films', 'Ingenious Media', 'Whitebeard Films', 'AGC Studios', 'Paramount Pictures']",20044,6387,1628,1,427,1175,1632,3852,3177,2984,1159,587,87,100,15180,https://letterboxd.com/film/the-rhythm-section/
Evil Eye,nan,"Elan Dassani, Rajeev Dassani","['Sarita Choudhury', 'Sunita Mani', 'Bernard White', 'Omar Maskati', 'Anjali Bhimani', 'Rachel Cora Wood', 'Ramesh Reddy', 'Lena Clark', 'Satya Nikhil Polisetti', 'Ash Thapliyal', 'Kamran Shaikh', 'Kim Patel', 'Pritesh Shah', 'Asad Durrani', 'Nupur Charyalu']",2.35,nan,"['Thriller', 'Mystery', 'Horror']",90,['USA'],English,"['English', 'Hindi']",A seemingly perfect romance turns dark when a mother becomes convinced her daughter’s new boyfriend has a sinister connection to her own past.,"['Blumhouse Television', 'Amazon Studios']",8390,2780,749,1,281,622,741,1571,1218,1228,414,272,34,58,6439,https://letterboxd.com/film/evil-eye-2020/
The Binding,nan,Domenico Emanuele de Feudis,"['Mía Maestro', 'Riccardo Scamarcio', 'Giulia Patrignani', 'Mariella Lo Sardo', ""Raffaella D'Avella"", 'Federica Rosellini', 'Sebastiano Filocamo']",2.31,nan,"['Thriller', 'Horror', 'Drama']",93,['Italy'],Italian,['Italian'],"While visiting her fiancé's mother in southern Italy, a woman must fight the mysterious and malevolent curse intent on claiming her daughter.","['Indigo Film', 'Apulia Film Commission', 'HT Film', 'Regione Puglia']",5961,1658,349,1,176,520,520,1186,828,772,256,168,19,42,4487,https://letterboxd.com/film/the-binding-2020/
Amulet,nan,Romola Garai,"['Carla Juri', 'Alec Secăreanu', 'Imelda Staunton', 'Angeliki Papoulia', 'Anah Ruddin', ""Paul O'Kelly"", 'Elowen Harris', 'Jacqueline Roberts', 'Louis Jay Jordan', 'Perry Jaques', 'Yonah Odoom', 'Joey Akubeze', 'Amanda Quach', 'Tom Bennett', 'Charlotte Chiew']",2.78,nan,['Horror'],99,['UK'],English,['English'],"Tomaz, an ex-soldier now homeless in London, is offered a place to stay at a decaying house, inhabited by a young woman and her dying mother. As he starts to fall for Magda, Tomaz cannot ignore his suspicion that something insidious might also be living alongside them.","['Stigma Films', 'Dignity Film Finance', 'Head Gear Films', 'Kreo Films', 'Metrol Technology', 'Trigger Films']",9128,4709,1225,5,169,400,442,1140,1259,1671,1007,704,113,123,7028,https://letterboxd.com/film/amulet/
Bloodshot,nan,Dave Wilson,"['Vin Diesel', 'Eiza González', 'Sam Heughan', 'Toby Kebbell', 'Talulah Riley', 'Lamorne Morris', 'Guy Pearce', 'Jóhannes Haukur Jóhannesson', 'Alex Hernandez', 'Siddharth Dhananjay', 'Tamer Burjaq', 'Clyde Berning', 'David Dukas', 'Tyrel Meyer', 'Alex Anlos', 'Maarten Römer', 'Charlie Bouguenon', 'Nic Rasenti', 'Ryan Michael Sin', 'Michael Kirch', 'Ryan Kruger', 'Austin Rose', 'Gary Naidoo', 'Hilton Sun', 'Tsogt Baysgalan', 'Donovan Goliath', 'Freyja Stern', 'Keeno Lee Hector', 'Jeremy Jess Boado', 'Shelani Van Niekerk', 'Jason Goliath', 'Patrick Kerton', 'Emmanuel Manzanares', 'David Davadoss', 'Frans Steyn']",2.12,nan,"['Adventure', 'Action', 'Science Fiction']",110,"['China', 'USA']",English,['English'],"After he and his wife are murdered, marine Ray Garrison is resurrected by a team of scientists. Enhanced with nanotechnology, he becomes a superhuman, biotech killing machine—'Bloodshot'. As Ray first trains with fellow super-soldiers, he cannot recall anything from his former life. But when his memories flood back and he remembers the man that killed both him and his wife, he breaks out of the facility to get revenge, only to discover that there's more to the conspiracy than he thought.","['Cross Creek Pictures', 'Original Film', 'Columbia Pictures', 'Bona Film Group', 'The Hideaway Entertainment']",88169,14751,7392,13,2963,6861,7287,15514,11143,11198,3872,2424,311,758,62331,https://letterboxd.com/film/bloodshot/
The Sleepover,nan,Trish Sie,"['Sadie Stanley', 'Maxwell Simkins', 'Cree Cicchino', 'Lucas Jaye', 'Malin Åkerman', 'Ken Marino', 'Joe Manganiello', 'Harry Aspinwall', 'Enuka Okuma', 'Erik Griffin', 'Karla Souza', 'Joanna Herrington', 'Calidore Robinson', 'Matthew Grimaldi', 'Marissa Carpio', 'Harry Phan', 'Savanna Winter', 'Morgan Boss-Maltais', 'Alanna Logan', 'Will Noonan', 'Daniel Washington', 'Naheem Garcia', 'Aedan Knowlton', 'Steve Rasetta', 'Jazz Mann', 'Enku Gubaie', 'J.J. Wright', 'Chris Neville', 'Alessandra Panares', 'Elena Korableva']",2.33,nan,"['Family', 'Action']",103,['USA'],English,['English'],"Two siblings who discover their seemingly normal mom is a former thief in witness protection. Mom is forced to pull one last job, and the kids team up to rescue her over the course of an action-packed night.",['LD Entertainment'],17993,2606,1662,4,616,1096,1173,2282,1878,2476,969,808,120,360,11778,https://letterboxd.com/film/the-sleepover-2020/
Inheritance,nan,Vaughn Stein,"['Lily Collins', 'Simon Pegg', 'Connie Nielsen', 'Chace Crawford', 'Patrick Warburton', 'Marque Richardson', 'Michael Beach', 'Joe Herrera', 'Christina DeRosa', 'Lucas Alexander Ayoub', 'Rebecca Adams', 'Mariyah Francis', 'Chris Gann', 'Jim E. Chandler', 'Harrison Stone', 'Lydia Hand', 'Grae Marino', 'Katie Callaway', 'Ashley Pereira', 'Hamid-Reza Benjamin Thompson', 'Alec James', 'Josh Murray', 'Meagan Bown']",2.56,nan,"['Mystery', 'Drama', 'Thriller']",110,"['USA', 'UK']",English,['English'],"The patriarch of a wealthy and powerful family suddenly passes away, leaving his wife and daughter with a shocking secret inheritance that threatens to unravel and destroy their lives.","['Highland Film Group', 'Ingenious Media', 'Southpaw Entertainment', 'White Comet Films', 'Vertical', 'DirecTV']",42734,4795,3425,13,1095,2494,2785,6444,5187,6419,2788,2981,1433,1449,33075,https://letterboxd.com/film/inheritance-2020/
The Wrong Missy,nan,Tyler Spindel,"['David Spade', 'Lauren Lapkus', 'Nick Swardson', 'Geoff Pierson', 'Jackie Sandler', 'Molly Sims', 'Sarah Chalke', 'Chris Witaske', 'Rob Schneider', 'John Farley', 'Jorge Garcia', ""Joe Anoa'i"", 'Jonathan Loughran', 'Jared Sandler', 'Chris Titone', 'Arlene Newman', 'Candace Smith', 'Camille Claire Senseman', 'Joseph Vecsey', 'Brandon Cournoyer', 'Therese Olival', 'Sadie Sandler', 'Sunny Sandler', 'Emma Rose Goldstein', 'Bobby Lee', 'Darah Dung', 'Sarah Souza', 'Janice Morimoto', 'Vanilla Ice', 'Lori Pelenise Tuisano', 'Timothy S. Wiles', 'Kevin Yamada', 'Adele Chu', 'Mane', 'Robert Harvey', 'Eli Thomas', 'Brendin Brown', 'Allen Covert', 'Antoine Banks-Sullivan', 'Derek Stratton', 'Jennifer Jordan Kriston', 'Matt Del Rosario', 'Arianna Nakamine', 'Michael Johnston', 'Jessica Sector', 'Karla Schuneman', 'Mia Adams', 'Edward Chin', 'Jean Simon', 'Walter S. Gaines', 'LeGrand Lawrence', 'Amber Walls', 'Kaylee Kristin', 'Jeff Juett', 'Steven Sung', 'Terry Bookhart', 'Kevin Safstrom', 'Christian Pair']",2.19,nan,"['Comedy', 'Romance']",90,['USA'],English,['English'],"A guy meets the woman of his dreams and invites her to his company's corporate retreat, but realizes he sent the invite to the wrong person.","['QC Entertainment', 'Happy Madison Productions']",101798,11741,10841,138,6278,7795,6215,12219,9158,12943,5682,5214,853,2678,69035,https://letterboxd.com/film/the-wrong-missy/
